"시도명",시군구명,어린이집코드,어린이집명,어린이집유형구분,운영현황,우편번호,상세주소,어린이집전화번호,어린이집팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV설치수,보육교직원수,정원수,현원수,위도,경도,통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,제공서비스,데이터기준일자
"대전광역시",서구,3148033339,또래또래어린이집,민간,Y,35329,대전광역시 서구 도마로19번길 52 (도마동),042-584-9001,042-587-7922,,5,133,0,,8,46,39,,,운영,2005-12-14,,,,일반,2020-02-10
"대전광역시",서구,2518001138,또래모아어린이집,가정,Y,35314,"대전광역시 서구 갈마로 262 122동 106호 (내동, 맑은아침아파트)",042-535-0287,,,4,110,0,,7,20,20,,,미운영,2004-07-29,,,,일반,2020-02-10
"대전광역시",서구,4358000120,라온어린이집,민간,Y,35347,대전광역시 서구 배재로 107-9 (도마동),042-522-8123,042-525-9040,,6,235,1,,9,49,49,,,운영,1992-11-13,,,,일반,2020-02-10
"대전광역시",서구,3148043384,리슈빌어린이집,가정,Y,35356,"대전광역시 서구 도안동로 123 1708동 104호 (도안동, 도안리슈빌아파트)",042-543-6001,042-543-6001,도안리슈빌naver.com,4,74,0,,6,20,17,,,미운영,2014-11-25,,,,일반,2020-02-10
"대전광역시",서구,5128026335,리조이스어린이집,가정,Y,35372,"대전광역시 서구 관저로 83 203동 103호 (관저동, 신선마을아파트)",042-361-6035,,,3,125,0,,6,20,20,,,운영,2002-10-04,,,,일반,2020-02-10
"대전광역시",서구,4738001188,리틀아이사랑어린이집,가정,Y,35344,"대전광역시 서구 배재로 185 106동 102호 (도마동, 대아아파트)",042-525-6388,042-525-0016,kyung9015@hanmail.net,3,84,0,,4,19,10,,,운영,2010-08-19,,,,일반,2020-02-10
"대전광역시",서구,3148034721,리틀은아어린이집,가정,Y,35386,"대전광역시 서구 가수원로 72 102동 106호 (가수원동, 은아아파트1단지)",042-541-3399,042-541-3399,http://cafe.naver.com/5413399,3,57,0,,7,20,20,,,운영,2000-03-01,,,,일반,2020-02-10
"대전광역시",서구,3148017509,리틀포비어린이집,가정,Y,35321,대전광역시 서구 동서대로1080번길 59 (변동),042-534-4335,,,3,102,0,,3,20,10,,,운영,2008-12-26,,,,일반,2020-02-10
"대전광역시",서구,8718001679,마루미어린이집,국공립,Y,35404,대전광역시 서구 복수중로 30 관리동,042-583-8603,,,4,78,2,,5,28,24,,,미운영,2020-01-01,,,,일반,2020-02-10
"대전광역시",서구,3148038329,마루어린이집,가정,Y,35407,"대전광역시 서구 복수동로51번길 43 304동 104호 (복수동, 초록마을3단지아파트)",042-584-7942,042-584-7942,,3,65,0,,6,20,17,,,미운영,2006-03-02,,,,일반,2020-02-10
"대전광역시",서구,3148019389,마음어린이집,가정,Y,35358,"대전광역시 서구 관저북로 80 204동 104호 (관저동, 원앙마을2단지아파트)",042-322-9998,042-322-9998,http://cafe.daum.net/heartkids,3,75,0,,4,15,15,,,운영,2009-07-27,,,,일반,2020-02-10
"대전광역시",서구,3148007637,만년어린이집,민간,Y,35200,대전광역시 서구 만년남로11번길 50 1층 (만년동),042-487-6428,,http://club.cyworld.com/lovemn,6,330,1,,0,67,0,,,운영,1997-01-04,,,,일반,2020-02-10
"대전광역시",서구,3148028011,맑고행복한어린이집,가정,Y,35375,"대전광역시 서구 관저서로 19 106동 104호 (관저동, 관저더샵아파트)",042-362-6410,,,4,100,0,,7,20,20,,,미운영,2007-10-10,,,,일반,2020-02-10
"대전광역시",서구,3148033057,맑은누리어린이집,가정,Y,35263,"대전광역시 서구 문정로90번길 60 107동 103호 (탄방동, 한우리아파트)",042-485-7878,,,4,102,0,,7,20,20,,,운영,2006-03-09,,,,일반,2020-02-10
"대전광역시",서구,3148007826,맑은샘어린이집,가정,Y,35207,"대전광역시 서구 청사로 254 109동 108호 (둔산동, 둥지아파트)",042-384-3850,,,3,102,0,,6,20,20,,,미운영,2004-03-02,,,,일반,2020-02-10
"대전광역시",서구,3148032039,맑은아침어린이집,가정,Y,35314,"대전광역시 서구 갈마로 262 106동 101호 (내동, 맑은아침아파트)",042-524-7940,,,4,110,0,,6,20,16,,,운영,2004-07-09,,,,일반,2020-02-10
"대전광역시",서구,5019900680,명성어린이집,민간,Y,35294,대전광역시 서구 도솔로296번길 48 (괴정동),042-525-5217,042-525-5217,www.myj7252@hanmail.net,8,214,1,,8,39,36,,,운영,1999-10-22,,,,일반,2020-02-10
"대전광역시",서구,3148022166,모모어린이집,가정,Y,35246,"대전광역시 서구 둔산로 223 6동 101호(둔산동, 청솔아파트)",042-362-1882,,,4,138,0,,6,20,20,,,미운영,2010-04-20,,,,일반,2020-02-10
"대전광역시",서구,3148003378,목련어린이집,국공립,Y,35284,대전광역시 서구 신갈마로 58-22 (내동),042-523-2506,042-522-2506,,5,186,1,,10,69,61,,,미운영,1997-02-01,,,,시간연장형,2020-02-10
"대전광역시",서구,6228002227,목화사랑어린이집,가정,Y,35404,"대전광역시 서구 복수서로 50 105동 106호 (복수동, 삼익목화아파트)",042-368-2355,042-368-2355,,3,102,0,,4,20,16,,,운영,2006-12-01,,,,일반,2020-02-10
"대전광역시",서구,3148006400,무지개나라어린이집,가정,Y,35252,대전광역시 서구 남선로59번길 32 (탄방동),042-489-9383,,,4,114,0,,4,20,13,,,운영,2005-01-30,,,,일반,2020-02-10
"대전광역시",서구,3148010689,미소어린이집,민간,Y,35411,"대전광역시 서구 유등로17번길 109 관리동 1층 (복수동, 초록마을5단지아파트)",042-585-5505,042-585-5505,,4,140,1,,7,33,24,,,운영,2005-12-28,,,,일반,2020-02-10
"대전광역시",서구,7528000587,미소짓는어린이집,가정,Y,35376,"대전광역시 서구 관저서로 20 912동 104호 (관저동, 구봉마을9단지)",042-541-7808,042-541-7808,,3,79,0,,6,18,17,,,미운영,2006-04-10,,,,일반,2020-02-10
"대전광역시",서구,3148037558,미키미니어린이집,가정,Y,35386,"대전광역시 서구 가수원로 72 104동 103호 (가수원동, 은아아파트1단지)",042-542-3575,042-542-3575,ssnta27@hanmail.net,3,102,0,,7,19,18,,,운영,2004-01-20,,,,일반,2020-02-10
"대전광역시",서구,4018016459,미피어린이집,가정,Y,35251,"대전광역시 서구 문예로 16 12동 103호 (탄방동, 한가람아파트)",042-362-7333,042-362-7333,clover112277@hanmail.net,4,60,0,,6,20,19,,,미운영,2006-02-09,,,,시간연장형,2020-02-10
"대전광역시",서구,3148043778,민들레와강아지똥어린이집,가정,Y,35379,"대전광역시 서구 관저동로90번길 47 1111동 104호 (관저동, 느리울마을아파트11단지)",042-365-4700,,,4,109,0,,6,20,19,,,운영,2004-08-05,,,,일반,2020-02-10
"대전광역시",서구,3148004872,반지어린이집,민간,Y,35231,대전광역시 서구 계룡로 379-25 (갈마동),042-487-3443,042-487-3443,,6,270,1,,9,34,28,,,운영,2003-09-01,,,,영아전담,2020-02-10
"대전광역시",서구,3148038047,밝은뜰어린이집,가정,Y,35364,"대전광역시 서구 관저북로 14 401동 104호 (관저동, 원앙마을4단지아파트)",042-545-1469,,,4,50,0,,7,18,15,,,미운영,2007-10-29,,,,시간연장형,2020-02-10
"대전광역시",서구,3148040091,배꼽손어린이집,가정,Y,35374,"대전광역시 서구 관저로 48 701동 104호 (관저동, 구봉마을7단지)",042-541-5587,042-541-5587,6498sky@naver.com,3,80,0,,4,15,13,,,운영,2008-02-18,,,,일반,2020-02-10
"대전광역시",서구,6808000943,배꼽어린이집,가정,Y,35314,"대전광역시 서구 갈마로 262 102동 106호 (내동, 맑은아침아파트)",042-524-4502,042-524-4502,http://cafe.naver.com/yekkumbebe,3,54,0,,5,20,19,,,미운영,2004-08-25,,,,일반,2020-02-10
"대전광역시",서구,3148200109,배재대학교부속어린이집,법인·단체,Y,35345,대전광역시 서구 배재로 155-40 (도마동),042-520-5778,042-520-5779,,5,299,2,,10,59,49,,,미운영,1999-01-23,,,,일반,2020-02-10
"대전광역시",서구,3148008728,백운어린이집,민간,Y,35269,대전광역시 서구 도솔로357번길 27 (괴정동),042-532-3302,042-532-3352,,4,180,1,,6,39,37,,,운영,2005-01-27,,,,일반,2020-02-10
"대전광역시",서구,3148043690,베르디움어린이집,민간,Y,35356,"대전광역시 서구 원도안로 100 (도안동, 도안베르디움)",042-542-4864,042-542-4864,,6,137,1,,9,51,48,,,미운영,2014-12-31,,,,일반,2020-02-10
"대전광역시",서구,3148033552,베베하우스어린이집,가정,Y,35206,"대전광역시 서구 청사로 282 5동 101호 (둔산동, 수정타운아파트)",042-489-8221,,mr8610@daum.net,4,85,0,,5,20,19,,,미운영,2006-06-01,,,,일반,2020-02-10
"대전광역시",서구,3148028122,베이비좋아어린이집,가정,Y,35381,"대전광역시 서구 관저로 184 1204동 101호 (관저동, 느리울마을아파트12단지)",042-545-7943,,,3,102,0,,7,20,20,,,운영,2007-11-22,,,,일반,2020-02-10
"대전광역시",서구,3148034605,베이비캐슬어린이집,가정,Y,35314,"대전광역시 서구 갈마로 262 122동 105호 (내동, 맑은아침아파트)",042-364-0765,042-364-0765,,4,110,0,,6,20,19,,,미운영,2004-09-02,,,,일반,2020-02-10
"대전광역시",서구,6468000017,별그림어린이집,가정,Y,35235,"대전광역시 서구 둔산남로 30 105동 108호 (둔산동, 녹원아파트)",042-389-0123,042-389-0123,,3,68,0,,6,20,20,,,미운영,2012-05-01,,,,일반,2020-02-10
"대전광역시",서구,4208000977,별나라어린이집,민간,Y,35275,대전광역시 서구 계룡로354번길 20 (갈마동),042-531-5497,042-531-5497,,8,437,2,,15,114,68,,,운영,1994-07-12,,,,일반,2020-02-10
"대전광역시",서구,3148035434,별누리어린이집,가정,Y,35249,"대전광역시 서구 둔산남로 127 203동 101호 (둔산동,목련아파트)",042-472-5505,042-472-5505,,4,57,0,,6,20,20,,,미운영,2012-09-11,,,,일반,2020-02-10
"대전광역시",서구,3148041940,별님달님어린이집,가정,Y,35398,"대전광역시 서구 정림서로 114 103동 106호 (정림동, 삼정아파트)",042-582-0153,042-582-0154,,3,105,0,,7,19,19,,,운영,1998-04-08,,,,일반,2020-02-10
"대전광역시",서구,4648000526,별사랑어린이집,가정,Y,35358,"대전광역시 서구 관저북로 80 206동 103호 (관저동, 원앙마을2단지아파트)",042-542-7966,042-542-7955,,3,75,0,,6,18,16,,,미운영,2009-03-18,,,,시간연장형,2020-02-10
"대전광역시",서구,3148007224,별초롱어린이집,가정,Y,35201,"대전광역시 서구 만년로 25 104동 102호 (만년동, 강변아파트)",042-487-4515,042-487-4515,,4,127,0,,6,20,20,,,미운영,2006-03-20,,,,일반,2020-02-10
"대전광역시",서구,3148013600,보라어린이집,국공립,Y,35396,대전광역시 서구 계백로1286번길 86 (정림동),042-584-4459,042-367-4459,www.jlswc.or.kr,3,101,0,,11,20,18,,,운영,2003-04-30,,,,장애아전문,2020-02-10
"대전광역시",서구,3148038862,보물섬어린이집,가정,Y,35284,"대전광역시 서구 신갈마로 46 103동 102호 (내동, 롯데아파트)",042-532-6355,042-532-6355,,4,84,0,,6,20,18,,,운영,2006-01-06,,,,일반,2020-02-10
"대전광역시",서구,3148005532,봉산어린이집,민간,Y,35277,대전광역시 서구 신갈마로211번안길 86 (갈마동),042-522-1103,042-532-9436,,4,204,0,,9,45,29,,,운영,2000-07-01,,,,시간연장형,2020-02-10
"대전광역시",서구,3148035394,브니엘어린이집,가정,Y,35404,"대전광역시 서구 복수서로 50 103동 101호 (복수동,삼익목화아파트)",042-585-2200,042-585-2200,,4,81,0,,5,20,18,,,미운영,2006-06-02,,,,일반,2020-02-10
"대전광역시",서구,3148030900,비비창의어린이집,민간,Y,35342,대전광역시 서구 변동서로12번길 52 (변동),042-533-7313,042-533-7615,,7,181,1,,14,66,60,,,운영,2005-01-20,,,,시간연장형,2020-02-10
"대전광역시",서구,1028001796,비젼어린이집,협동,Y,35306,대전광역시 서구 유등로 489,042-824-1258,042-528-2004,,4,131,0,,4,39,19,,,운영,2017-02-20,,,,일반,2020-02-10
"대전광역시",서구,3148022564,비파어린이집,가정,Y,35317,대전광역시 서구 중반2길 29 (변동),042-535-4391,042-535-4381,http://cafe.daum.net/sacrificer,4,83,0,,3,15,8,,,미운영,2010-06-10,,,,시간연장형,2020-02-10
"대전광역시",서구,3148017547,빛나어린이집,가정,Y,35371,"대전광역시 서구 관저로 51 508동 103호 (관저동, 구봉마을5단지)",042-544-5253,,,3,108,0,,6,19,18,,,운영,2007-04-26,,,,일반,2020-02-10
"대전광역시",서구,3148034639,뿌리랑새싹어린이집,가정,Y,35373,"대전광역시 서구 관저로 84 812동 104호 (관저동, 구봉마을8단지)",042-544-2467,042-544-2467,,3,56,0,,6,18,18,,,운영,1999-06-26,,,,일반,2020-02-10
"대전광역시",서구,3148004945,사과나무어린이집,민간,Y,35301,대전광역시 서구 괴정로149번길 47 (용문동),042-527-8004,042-527-8004,,7,173,1,,12,62,60,,,운영,2003-08-02,,,,시간연장형,2020-02-10
"대전광역시",서구,3148040131,사랑가득어린이집,가정,Y,35355,"대전광역시 서구 도안동로 183 1503동 103호 (도안동, 도안아이파크)",042-542-5054,042-542-5054,,4,70,0,,4,20,18,,,미운영,2013-12-03,,,,일반,2020-02-10
"대전광역시",서구,3148041222,사랑꽃어린이집,가정,Y,35407,"대전광역시 서구 복수동로 21-20 204동 102호 (복수동, 초록마을2단지아파트)",042-364-5325,042-364-5325,,4,102,0,,7,20,20,,,미운영,2007-03-12,,,,일반,2020-02-10
"대전광역시",서구,3148034056,사랑나무숲어린이집,가정,Y,35265,"대전광역시 서구 대덕대로 150 108동 109호 (갈마동, 큰마을아파트)",042-533-3993,042-523-3992,,3,105,0,,7,20,20,,,미운영,2006-03-20,,,,일반,2020-02-10
"대전광역시",서구,3148039949,사랑별어린이집,가정,Y,35297,"대전광역시 서구 가장로 107 202동 101호 (가장동, 삼성래미안아파트)",042-369-3869,,,4,126,0,,7,20,20,,,운영,2003-02-17,,,,일반,2020-02-10
"대전광역시",서구,3148007258,사랑샘어린이집,가정,Y,35284,"대전광역시 서구 신갈마로 46 118동 104호 (내동, 롯데아파트)",042-527-6286,042-382-6286,,4,99,0,,6,20,17,,,운영,2006-03-10,,,,일반,2020-02-10
"대전광역시",서구,3148043332,사랑숲어린이집,가정,Y,35356,"대전광역시 서구 도안동로 123 1702동 103호 (도안동, 도안리슈빌아파트)",042-546-3377,042-000-0000,,4,79,0,,6,20,20,,,미운영,2014-09-26,,,,일반,2020-02-10
"대전광역시",서구,6458000921,사랑어린이집,가정,Y,35386,"대전광역시 서구 가수원로 98 3동 101호 (가수원동, 계룡아파트)",042-542-4908,042-542-4908,,4,105,0,,4,20,10,,,운영,2004-07-07,,,,시간연장형,2020-02-10
"대전광역시",서구,3148032325,사랑해요어린이집,가정,Y,302812,"대전광역시 서구 관저로 51 513동 106호 (관저동, 구봉마을5단지)",042-542-0782,042-542-0782,,3,105,0,,5,20,12,,,운영,2007-12-28,,,,일반,2020-02-10
"대전광역시",서구,3148210572,사회복지법인혜성어린이집,사회복지법인,Y,35337,대전광역시 서구 도학2길 21 (도마동),042-538-7942,042-538-7943,,12,195,3,,16,61,60,,,운영,2005-10-28,,,,시간연장형,2020-02-10
"대전광역시",서구,3148032475,산토끼어린이집,가정,Y,35265,"대전광역시 서구 대덕대로 150 111동 105호 (갈마동, 큰마을아파트)",042-533-2563,042-533-2563,,4,99,0,,7,20,20,,,미운영,2002-09-02,,,,일반,2020-02-10
"대전광역시",서구,3148013385,삼성어린이집,민간,Y,35333,대전광역시 서구 용화5길 63 (도마동),042-525-8440,042-525-8443,,11,450,4,,24,139,128,,,운영,2007-01-26,,,,일반,2020-02-10
"대전광역시",서구,2668000349,상아아이뜰어린이집,가정,Y,35201,"대전광역시 서구 대덕대로 415 105동 102호 (만년동, 상아아파트)",042-485-4150,042-485-4150,hnp0735@nate.com,3,60,0,,6,19,16,,,미운영,1992-02-25,,,,일반,2020-02-10
"대전광역시",서구,8558000019,새롬어린이집,민간,Y,35358,"대전광역시 서구 관저북로 80 복지관 내 (관저동, 원앙마을2단지아파트)",042-545-4403,042-545-4403,,4,145,0,,8,33,32,,,운영,1997-09-30,,,,일반,2020-02-10
"대전광역시",서구,3148024581,새물내어린이집,가정,Y,35404,"대전광역시 서구 복수중로 30 102동 103호 (복수동, 오량마을마루미아파트)",042-581-3827,,,4,115,0,,9,20,19,,,미운영,2006-11-20,,,,일반,2020-02-10
"대전광역시",서구,3388000154,새봄어린이집,민간,Y,35303,대전광역시 서구 계룡로662번길 48 (용문동),042-537-1123,070-8874-1123,,5,240,0,,8,43,34,,,운영,2007-01-03,,,,시간연장형,2020-02-10
"대전광역시",서구,4098033447,새빛어린이집,가정,Y,35262,"대전광역시 서구 계룡로571번길 65 103동 106호 (탄방동, 산호아파트)",042-471-1140,,,3,59,0,,4,19,12,,,운영,2009-03-10,,,,일반,2020-02-10
"대전광역시",서구,3148038294,새솔어린이집,민간,Y,35385,대전광역시 서구 가수원로65번길 18 (가수원동),042-381-0079,,,7,250,1,,11,89,85,,,운영,2005-05-06,,,,일반,2020-02-10
"대전광역시",서구,3148002495,새싹어린이집,민간,Y,35305,대전광역시 서구 용문로 113 (용문동),042-533-9208,042-533-7894,,7,250,3,,14,89,77,,,운영,2006-05-09,,,,일반,2020-02-10
"대전광역시",서구,3148029077,샘머리아이자람어린이집,가정,Y,35205,"대전광역시 서구 청사로 281 215동 101호 (둔산동, 샘머리아파트2단지)",042-485-1248,042-483-1248,,4,84,0,,9,20,20,,,미운영,2011-03-08,,,,시간연장형,2020-02-10
"대전광역시",서구,3148008392,샘머리어린이집,민간,Y,35205,"대전광역시 서구 청사로 281 관리사무소 1층 (둔산동,샘머리아파트2단지)",042-483-1020,,,4,263,1,,10,52,52,,,미운영,1999-05-25,,,,장애아통합,2020-02-10
"대전광역시",서구,3148042842,샘사랑어린이집,가정,Y,35364,"대전광역시 서구 관저북로 14 404동 101호 (관저동, 원앙마을4단지아파트)",042-535-2261,042-535-2261,kma2724@hanmail.net,3,72,0,,3,12,9,,,미운영,2009-06-12,,,,시간연장형,2020-02-10
"대전광역시",서구,3148043593,샘솟는어린이집,가정,Y,35367,"대전광역시 서구 도안동로 77 1808동 103호 (도안동, 도안18단지 린 풀하우스)",042-545-5222,042-545-5222,,4,74,0,,6,20,20,,,미운영,2014-12-23,,,,일반,2020-02-10
"대전광역시",서구,3148022550,샘이나어린이집,가정,Y,35359,"대전광역시 서구 관저북로 52 104동 106호 (관저동, 대자연마을아파트)",042-545-1635,,,4,115,0,,6,20,20,,,운영,1997-08-29,,,,일반,2020-02-10
"대전광역시",서구,3148030220,샛별어린이집,가정,Y,35245,"대전광역시 서구 둔산로 201 101동 102호 (둔산동, 국화아파트)",042-488-1088,042-488-1088,tbvjdjdejddl@hanmall.net,3,52,0,,7,18,18,,,운영,2010-08-16,,,,시간연장형,2020-02-10
"대전광역시",서구,3148007184,생각쑥쑥어린이집,가정,Y,35371,"대전광역시 서구 관저로 51 502동 105호 (관저동, 구봉마을5단지)",042-545-4613,,다음 까페 생각쑥쑥 아린이집,3,108,0,,7,20,20,,,운영,2006-04-01,,,,일반,2020-02-10
"대전광역시",서구,3148007772,생각쟁이어린이집,가정,Y,35347,"대전광역시 서구 배재로91번길 38-22 1동 108호 (도마동, 양지타운아파트)",042-533-6039,042-533-6039,,3,99,0,,4,20,9,,,운영,2006-09-18,,,,일반,2020-02-10
"대전광역시",서구,2898000100,샤론어린이집,민간,Y,35373,"대전광역시 서구 관저로 84 관리소내 (관저동, 구봉마을 8-2단지)",042-544-7002,,,3,149,0,,6,26,20,,,미운영,2008-07-09,,,,일반,2020-02-10
"대전광역시",서구,3148006211,샬롬어린이집,가정,Y,35263,"대전광역시 서구 문정로90번길 60 109동 104호 (탄방동, 한우리아파트)",042-482-6622,,,3,105,0,,7,20,20,,,운영,2004-04-10,,,,일반,2020-02-10
"대전광역시",서구,3148204745,서구그린어린이집,사회복지법인,Y,35272,대전광역시 서구 갈마중로8번길 23 (갈마동),042-524-3284,042-524-3184,,6,257,1,,13,97,90,,,운영,1996-02-15,,,,일반,2020-02-10
"대전광역시",서구,3148004299,서구청직장어린이집,직장,Y,35238,대전광역시 서구 둔산서로 100 서구청사내 (둔산동),042-471-7056,042-471-7055,http://cafe.daum.net/seogukid,4,182,1,,14,62,57,,,미운영,2003-02-04,,,,일반,2020-02-10
"대전광역시",서구,3148000177,서대전어린이집,사회복지법인,Y,35268,대전광역시 서구 계룡로562번길 18 (괴정동),042-533-1517,042-534-1517,,11,351,1,,15,68,63,,,운영,1992-01-09,,,,시간연장형,2020-02-10
"대전광역시",서구,6728000409,서비스탑도담어린이집,직장,Y,35259,"대전광역시 서구 문정로 41 (탄방동, SK텔레콤빌딩 3층)",070-7842-9915,,,4,241,1,,14,54,50,,,미운영,2016-02-26,,,,일반,2020-02-10
"대전광역시",서구,3148016572,서우아이꿈어린이집,가정,Y,35305,"대전광역시 서구 도산로370번길 55 101동 101호 (용문동, 서우아파트)",042-524-7982,,,4,102,0,,7,20,19,,,미운영,2008-06-05,,,,일반,2020-02-10
"대전광역시",서구,3148016742,서원어린이집,가정,Y,35207,"대전광역시 서구 청사로 254 102동 102호 (둔산동, 둥지아파트)",042-488-0373,,,3,102,0,,5,18,13,,,미운영,1994-09-24,,,,일반,2020-02-10
"대전광역시",서구,3148032553,소리빛어린이집,가정,Y,35205,"대전광역시 서구 청사로 281 206동 104호 (둔산동, 샘머리아파트2단지)",042-369-7165,042-369-7165,,4,107,0,,4,19,0,,,미운영,1998-10-28,,,,일반,2020-02-10
"대전광역시",서구,3148209911,소망어린이집,사회복지법인,Y,35326,대전광역시 서구 동서대로1030번길 5-4 (내동),042-533-1303,042-533-1302,,10,185,1,,17,59,59,,,운영,2004-08-20,,,,시간연장형,2020-02-10
"대전광역시",서구,3148208116,소야어린이집,사회복지법인,Y,35415,대전광역시 서구 유등로43번길 6-13 (복수동),042-584-2662,042-584-2664,http://cafe.daum.net/soya040211,9,207,2,,16,79,56,,,운영,2004-02-11,,,,시간연장형,2020-02-10
"대전광역시",서구,6838000923,소엽영재어린이집,민간,Y,35334,대전광역시 서구 제비네1길 104 (도마동),042-535-4533,042-535-4537,,4,124,0,,5,29,28,,,운영,1997-09-03,,,,일반,2020-02-10
"대전광역시",서구,3148010258,소화어린이집,가정,Y,35212,"대전광역시 서구 청사서로 65 101동 107호 (월평동, 한아름아파트)",042-485-6193,,,3,120,0,,6,20,20,,,미운영,2002-12-24,,,,일반,2020-02-10
"대전광역시",서구,5018002032,수목토어린이집,가정,Y,35355,"대전광역시 서구 도안동로 177 114동 102호 (도안동, 수목토아파트)",042-585-4691,042-585-4691,,4,68,0,,5,20,14,,,미운영,2010-08-27,,,,일반,2020-02-10
"대전광역시",서구,3148034852,수정어린이집,가정,Y,35206,"대전광역시 서구 청사로 282 14동 108호 (둔산동, 수정타운아파트)",042-328-1080,,,4,66,0,,6,20,20,,,미운영,2010-06-21,,,,일반,2020-02-10
"대전광역시",서구,3148015739,숲속나라어린이집,민간,Y,35410,대전광역시 서구 유등로 5 (복수동),042-582-7959,042-583-7959,http://forestland.kidis.co.kr/,7,370,2,,10,98,44,,,운영,2008-02-18,,,,일반,2020-02-10
"대전광역시",서구,3148007660,숲속어린이집,가정,Y,35404,"대전광역시 서구 복수서로 10 3동 101호 (복수동, 계룡아파트)",042-585-2135,042-585-2135,kehee0929@hanmail.net,3,102,0,,5,18,16,,,미운영,1995-05-20,,,,일반,2020-02-10
"대전광역시",서구,3148015331,숲속자연어린이집,가정,Y,35265,"대전광역시 서구 대덕대로 150 122동 101호 (갈마동, 큰마을아파트)",042-537-8442,,,4,105,0,,6,20,15,,,미운영,2007-12-28,,,,일반,2020-02-10
"대전광역시",서구,3148012542,숲으로어린이집,가정,Y,35397,"대전광역시 서구 정림로 55 116동 103호 (정림동, 우성아파트)",042-584-2766,,,4,102,0,,8,20,19,,,운영,2006-07-19,,,,일반,2020-02-10
"대전광역시",서구,3148043759,슈퍼맨어린이집,가정,Y,35373,"대전광역시 서구 관저로 84 806동 105호 (관저동, 구봉마을8단지)",042-361-3536,042-361-3536,,3,79,0,,6,16,16,,,미운영,2000-03-29,,,,일반,2020-02-10
"대전광역시",서구,3148042880,스마일어린이집,가정,Y,35265,"대전광역시 서구 대덕대로 150 109동 107호 (갈마동, 큰마을아파트)",042-524-3315,042-524-3315,,4,60,0,,6,19,19,,,운영,2006-12-27,,,,일반,2020-02-10
"대전광역시",서구,3148027536,슬바아어린이집,가정,Y,35245,"대전광역시 서구 둔산로 201 202동 106호 (둔산동, 국화아파트)",042-485-7736,,http://cafe.daum.net/slba-a,5,81,0,,7,20,20,,,미운영,2010-11-15,,,,일반,2020-02-10
"대전광역시",서구,3148028194,신난다어린이집,가정,Y,35273,"대전광역시 서구 갈마로103번길 36 3동 101호 (갈마동, 쌍용아파트)",042-523-2267,,,4,105,0,,3,20,10,,,미운영,2009-12-10,,,,일반,2020-02-10
"대전광역시",서구,3148029096,신바람어린이집,가정,Y,35397,"대전광역시 서구 정림로 55 116동 105호 (정림동, 우성아파트)",042-365-8500,042-365-8500,,4,188,0,,6,20,14,,,운영,2003-05-15,,,,일반,2020-02-10
"대전광역시",서구,2698000799,싱글벙글어린이집,가정,Y,35374,"대전광역시 서구 관저로 48 703동 104호 (관저동, 구봉마을7단지)",042-542-0785,,,3,79,0,,4,15,15,,,미운영,1999-06-08,,,,일반,2020-02-10
"대전광역시",서구,3148007132,쎄쎄쎄어린이집,가정,Y,35314,"대전광역시 서구 갈마로 262 110동 103호 (내동, 맑은아침아파트)",042-527-0805,,,3,99,0,,2,15,4,,,운영,2004-08-27,,,,일반,2020-02-10
"대전광역시",서구,3148037669,아가랑어린이집,가정,Y,35268,"대전광역시 서구 계룡로536번길 9 106동 103호 (괴정동,한신아파트)",042-369-2300,,,4,42,0,,2,15,6,,,운영,2012-05-31,,,,일반,2020-02-10
"대전광역시",서구,3148020950,아가별어린이집,가정,Y,35266,대전광역시 서구 괴정로11번길 60-6 (갈마동),042-534-1616,042-528-1616,,4,96,0,,1,20,0,,,운영,2010-01-12,,,,일반,2020-02-10
"대전광역시",서구,3748000335,아기뜰어린이집,가정,Y,35364,"대전광역시 서구 관저북로 14 408동 101호 (관저동, 원앙마을4단지아파트)",042-841-4610,042-841-4610,,3,44,0,,5,15,10,,,운영,2012-10-05,,,,시간연장형,2020-02-10
"대전광역시",서구,3148006996,아기별어린이집,가정,Y,302904,"대전광역시 서구 관저북로 80 207동 103호 (관저동, 원앙마을2단지아파트)",042-545-5677,042-545-5677,,3,79,0,,6,15,14,,,미운영,2006-03-13,,,,일반,2020-02-10
"대전광역시",서구,1398001726,아기천사어린이집,가정,Y,35314,"대전광역시 서구 갈마로 262 113동 106호 (내동, 맑은아침아파트)",042-523-1615,,,3,110,0,,6,19,11,,,미운영,2004-07-09,,,,일반,2020-02-10
"대전광역시",서구,3148012407,아기코끼리어린이집,가정,Y,35386,"대전광역시 서구 가수원로 106 303동 101호 (가수원동, 은아아파트3단지)",042-544-2002,,,4,55,0,,7,19,17,,,미운영,2006-06-15,,,,시간연장형,2020-02-10
"대전광역시",서구,3148034662,아띠굿맘어린이집,가정,Y,35265,"대전광역시 서구 대덕대로 150 103동 101호 (갈마동, 큰마을아파트)",042-527-4315,042-527-4315,,4,79,0,,7,18,18,,,미운영,2008-01-08,,,,일반,2020-02-10
"대전광역시",서구,2798000011,아띠어린이집,가정,Y,35367,"대전광역시 서구 도안동로 77 1806동 101호 (가수원동, 도안18단지 린 풀하우스)",042-543-2260,,,4,75,0,,7,20,20,,,미운영,2015-02-26,,,,일반,2020-02-10
